Maurice Smith,500.0,519.18,537.57,523.06,507.07,524.07,538.03,521.39
Harry Moskowitz,500.0,485.75,471.36
Dwayne Cason,500.0,515.0,498.22
Houston Dorr,500.0,485.0
Greg Stott,500.0,486.42
Carlos Barreto,500.0,484.1
Brad Kohler,500.0,480.75,496.58
Yoji Anjo,500.0,484.99,467.62,454.01
Kazushi Sakuraba,500.0,485.0,505.04
Marcus Silveira,500.0,515.0,494.96
Frank Shamrock,500.0,520.23,534.36,550.72,566.5,580.05
Laverne Clark,500.0,515.0,529.35,543.09,556.24,533.39
Josh Stuart,500.0,485.0
Chris Brennan,500.0,518.45,499.82,484.21
Courtney Turner,500.0,481.55
Mikey Burnett,500.0,515.0,500.8,515.12
Eugenio Tadeu,500.0,485.0
Pat Miletich,500.0,515.0,533.63,547.83,560.78,573.18,587.56,602.86,580.03,593.44,576.25
Townsend Saunders,500.0,485.0,470.68
Tsuyoshi Kohsaka,500.0,514.55,529.72,513.44,527.86,513.68,499.99
Igor Zinoviev,500.0,485.87
Chuck Liddell,500.0,515.0,493.97,510.03,525.22,540.03,554.05,566.74,581.5,593.7,577.74,593.26,604.35,619.2,629.93,643.69,654.95,669.17,647.88,627.87,637.15,620.09,600.18,584.89
Noe Hernandez,500.0,485.0
Andre Roberts,500.0,514.39,497.97,513.7
Dan Henderson,500.0,515.0,530.15,515.36,500.82,516.59,535.94,552.99,567.22,553.47,541.26,528.69,543.38,525.8,510.09,525.85,513.87,528.32,517.71
Allan Goes,500.0,485.0
Carlos Newton,500.0,518.45,503.3,526.13,510.38,496.59,516.2,500.5
Bob Gilstrap,500.0,481.55
Mike van Arsdale,500.0,518.45,532.65,517.52,500.15
Joe Pardo,500.0,481.55
Hugo Duarte,500.0,485.63
Pete Williams,500.0,518.41,503.24,521.52,538.83,522.2,506.24,491.65,474.66
Jeremy Horn,500.0,483.64,466.06,487.09,502.65,519.99,537.84,517.39,506.66,522.73,539.66,521.8,503.88,488.84
Cesar Marscucci,500.0,515.0
Paulo Santos,500.0,485.0
Tulio Palhares,500.0,515.0
Adriano Santos,500.0,485.0
Ebenezer Fontes Braga,500.0,517.58
Pedro Rizzo,500.0,516.25,533.21,546.96,561.14,544.27,561.32,574.33,559.46,545.87,559.01,540.86,524.85,538.37,554.15
Wanderlei Silva,500.0,487.07,502.63,488.35,479.07,496.98,483.63,473.52,492.93,480.26,496.11,485.15,501.97
John Lober,500.0,484.22
Frank Caracci,500.0,485.65
Evan Tanner,500.0,518.45,532.65,546.89,532.07,548.55,561.78,574.14,555.99,569.27,581.43,596.6,608.25,591.37,573.69,588.28,572.19,554.55
Darrel Gholar,500.0,481.55
Jorge Patino,500.0,487.05
Bas Rutten,500.0,516.28,531.27
Sione Latu,500.0,515.0
Joey Roberts,500.0,485.0
Jason Godsey,500.0,481.72,464.38
Valeri Ignatov,500.0,485.8,471.41
Kevin Randleman,500.0,515.99,501.0,517.63,534.5,520.75,505.94,521.4
Ron Waterman,500.0,515.0,499.27,498.68,513.74
Chris Condo,500.0,485.0
Fabiano Iha,500.0,486.26,471.85,494.7,508.64,526.63,509.92,493.87
Marcelo Mello,500.0,515.0
David Roberts,500.0,485.0
Tony Petarra,500.0,484.44
Travis Fulton,500.0,482.69,498.44
David Dodd,500.0,484.25,469.93
Eugene Jackson,500.0,514.2,528.59,508.63,490.78,472.05,491.66,477.02
Tim Lajcik,500.0,485.58,486.17,471.77
Paul Jones,500.0,518.45,502.39
Flavio Luiz Moura,500.0,481.55
Daiju Takase,500.0,484.44,470.11,456.17
Andre Pederneiras,500.0,487.6
Jens Pulver,500.0,500.0,515.0,529.35,543.73,556.85,570.26,584.1,565.54,546.52
Alfonso Alcarez,500.0,500.0
John Lewis,500.0,515.0,500.62
Lowell Anderson,500.0,485.0
Matt Hughes,500.0,514.39,528.77,508.8,524.55,538.49,552.28,565.09,579.26,593.57,573.11,585.65,601.18,615.23,628.34,644.68,656.11,637.72,645.8,624.85,607.54,619.09,629.14,643.11,625.76,609.67
Steve Judson,500.0,484.17,469.85
Katsuhisa Fujii,500.0,515.0,496.81
Masutatsu Yano,500.0,485.0
Kenichi Yamamoto,500.0,514.33,532.52,517.22
Keiichiro Yamamiya,500.0,485.61
Joe Slick,500.0,515.83,500.15
Shonie Carter,500.0,515.0,529.35,543.09,529.68,514.05,498.66
Brad Gumm,500.0,485.0,485.65
Scott Adams,500.0,518.45
Ian Freeman,500.0,481.55,497.35,513.08,529.08,512.38,511.85
David Velasquez,500.0,485.0
Bob Cook,500.0,518.15
Tiki Ghosn,500.0,481.85,464.65,452.41,435.26
Dave Menne,500.0,514.41,528.79,512.69,497.79,484.23,470.04
Lance Gibson,500.0,515.0,500.76
Jermaine Andre,500.0,485.0
Tedd Williams,500.0,514.32,498.59
Koji Oishi,500.0,486.85,473.77
Ikuhisa Minowa,500.0,515.68
Satoshi Honma,500.0,484.94
Sanae Kikuta,500.0,519.96
Murilo Bustamante,500.0,517.37,503.35,519.45,539.36
Adrian Serrano,500.0,485.65
Nate Schroeder,500.0,484.2
Joao Roque,500.0,485.65
Marcelo Aguiar,500.0,485.62
Alex Andrade,500.0,484.44
John Alessio,500.0,485.62,473.16,459.26,447.76,433.73
Tyrone Roberts,500.0,514.32
CJ Fernandes,500.0,499.35
Jeff Monson,500.0,514.4,499.21,485.55,505.56,521.86,535.92,522.43
Yuki Kondo,500.0,515.0,497.54,482.65
Alexandre Dantas,500.0,485.0,470.78
Bobby Hoffman,500.0,486.04,471.64,458.76
Ben Earwood,500.0,515.0
Chris Lytle,500.0,485.0,471.56,488.71,507.45,492.98,478.15,464.35,456.27,476.01,463.84,480.4,469.77,486.08,475.12,491.91,510.67,529.64,544.57,527.66,545.28
Mark Hughes,500.0,515.0
Alex Stiebling,500.0,485.0
Andrei Arlovski,500.0,518.45,502.65,489.51,506.21,522.39,537.05,555.09,567.73,581.25,564.42,549.04,562.77,575.09,588.71,601.93,613.14,626.94,639.89,622.16,603.9,583.17,567.13,549.94,563.47,578.57,561.43,544.51,526.79,511.23,527.02,512.1,526.58,541.67,522.88,535.81,550.54,562.84,575.26,553.67,535.05,519.54,505.41
Aaron Brink,500.0,481.55
Josh Barnett,500.0,515.0,501.99,521.18,534.06,552.11,568.64,553.85,566.78,547.26,567.99
Gan McGee,500.0,485.0,503.15,517.37,503.02
Renato Sobral,500.0,516.64,501.18,515.88,503.68,520.86,537.92,555.29,544.03,528.44,545.99
Dennis Hallman,500.0,519.97,506.56,490.66,475.22,462.57,480.81,498.92,484.7,505.5
Matt Lindland,500.0,513.61,528.02,542.46,559.65,539.74,553.7,567.67,549.78,563.41,545.7,562.22,574.69
Sean Sherk,500.0,517.2,532.17,545.79,531.62,517.24,532.04,547.28,562.42,548.43,564.02,548.18,563.82
Phil Baroni,500.0,515.0,500.56,514.99,529.89,515.92,502.64,490.48,473.12,459.39,446.77
Curtis Stout,500.0,485.0,467.63
Mark Robinson,500.0,514.4
Elvis Sinosic,500.0,520.45,507.4,494.17,479.47,466.75,452.54,440.84
Phil Johns,500.0,482.01
Caol Uno,500.0,486.88,503.59,489.7,504.47,519.35,520.98,505.72,492.94,493.24,479.96
Tony DeSouza,500.0,515.0,532.65,516.24,533.83,517.91,502.11
Steve Berger,500.0,485.0,500.65,486.27
BJ Penn,500.0,515.0,529.35,543.24,529.4,543.13,557.14,555.51,575.97,560.3,548.87,567.89,585.91,599.9,586.59,605.61,620.65,603.74,588.28,605.63,607.89,589.59,572.9,558.47,543.98,528.15,509.88,495.92
Joey Gilbert,500.0,485.0
Ricardo Almeida,500.0,485.59,504.32,489.13,508.16,492.5,507.21,523.7,542.99,529.02,543.45,527.49
Semmy Schilt,500.0,515.96,496.77
Matt Serra,500.0,486.26,501.85,520.2,506.19,490.35,505.77,520.52,506.11,519.91,538.08,526.25,514.7,527.96,513.03
Paul Rodriguez,500.0,482.35
Ricco Rodriguez,500.0,515.8,530.39,544.05,557.74,574.03,556.51,540.73
Vladimir Matyushenko,500.0,514.89,502.63,517.52,533.53,517.35,531.6,547.26,532.37,545.98,559.59,544.23,526.09
Din Thomas,500.0,485.65,501.7,486.82,502.66,519.7,534.63,550.98,532.56,515.46
Jutaro Nakao,500.0,516.41,501.44
Gil Castillo,500.0,485.62,501.23,488.42
Yves Edwards,500.0,484.41,469.64,485.95,504.52,519.32,533.49,547.68,561.95,540.6,523.83,537.8,554.94,537.84,549.98,534.08,547.69,530.64,514.9,498.64,481.07,462.83
Frank Mir,500.0,519.25,536.24,520.24,538.3,551.65,563.88,581.43,563.73,576.73,560.36,575.6,590.1,602.8,584.33,600.86,583.53,595.88,607.56,622.66,607.27,587.78,571.25,552.77,565.55,579.05,566.1,549.79
Homer Moore,500.0,483.52
Keith Rockel,500.0,480.39,499.88
Andrei Semenov,500.0,515.19,499.53
Amar Suloev,500.0,487.31,472.88
Kelly Dullanty,500.0,481.65
Hayato Sakurai,500.0,486.06
Robbie Lawler,500.0,515.0,529.38,541.62,521.25,534.69,518.96,503.79,523.32,536.62,553.61,541.53,557.9,574.32,591.88,607.54,620.61,602.88,620.95,606.75,582.8,569.64,556.94,571.49,555.03,569.55
Aaron Riley,500.0,485.0,471.43,487.46,473.65,491.01,477.04,492.28,478.26,464.2
Benji Radach,500.0,484.35,500.03,486.41
Ivan Salaverry,500.0,515.66,501.7,520.85,538.99,522.31,505.79,487.03
Paul Creighton,500.0,486.27
Joao Pierini,500.0,483.69
Rodrigo Ruas,500.0,484.99
Pete Spratt,500.0,518.45,498.84,519.21,500.54,517.73,499.72,481.58
Zach Light,500.0,481.55
Nick Serra,500.0,484.32
Chris Haseman,500.0,487.64
Phillip Miller,500.0,515.0,533.13
James Zikic,500.0,485.0
Genki Sudo,500.0,518.15,502.37,520.69
Leigh Remedios,500.0,481.85
Mark Weir,500.0,514.64,496.51,481.66
Tim Sylvia,500.0,515.0,532.52,546.87,529.32,511.28,524.8,538.73,555.56,570.94,584.43,569.55,584.2,562.84
Wesley Correira,500.0,485.0,500.65,514.56,499.9
Travis Wiuff,500.0,485.11,467.93
Rich Clementi,500.0,481.43,464.39,483.44,469.15,489.65,509.0,523.61,537.74,522.48,502.96
David Loiseau,500.0,514.85,499.21,514.24,528.63,546.31,533.39,519.64,503.16,487.4
Hermes Franca,500.0,515.0,530.26,514.6,500.41,518.24,535.15,550.51,535.37,520.11,534.43,520.48
Richard Crunkilton,500.0,485.0
Duane Ludwig,500.0,515.78,530.72,513.15,497.58,512.79,529.23,509.01,493.86,479.19
Rich Franklin,500.0,518.15,532.37,548.38,564.43,581.31,594.75,607.67,588.88,601.71,614.98,597.98,608.25,620.44,601.09,611.2,593.49,608.78,591.95,602.91,583.53
Sean Alvarez,500.0,484.35
Dave Strasser,500.0,515.0,495.75
Romie Aram,500.0,485.0
Falaniko Vitale,500.0,517.89,504.26
Eddie Ruiz,500.0,485.2
Wes Sims,500.0,486.65,474.42,460.52
Vernon White,500.0,500.53,489.44
Marvin Eastman,500.0,486.99,472.55,458.73,475.06,460.93
Nick Diaz,500.0,517.85,533.58,517.28,531.53,544.61,528.95,512.64,497.84,515.88,530.19,548.49,533.67,525.57,546.52,531.97
Jeremy Jackson,500.0,482.15,464.96
Josh Thomson,500.0,515.0,530.66,516.39,534.22,521.66,507.8,497.05
Gerald Strebendt,500.0,485.0
Karo Parisyan,500.0,519.25,503.42,519.72,534.19,548.6,562.15,546.95,560.91,575.16,586.96,570.56,553.79,535.68
Edwin DeWees,500.0,485.78,469.56,455.13
Jorge Rivera,500.0,515.64,496.36,480.35,495.79,482.87,497.3,481.16,498.14,482.43,498.19,513.95,531.26,518.54,502.1,516.15
Nick Agallar,500.0,485.83
Chris Liguori,500.0,480.51
Frank Trigg,500.0,485.69,501.59,516.66,502.61,485.56,474.27,461.01
Jeff Curran,500.0,484.58,470.89,456.47
Georges St-Pierre,500.0,515.83,530.15,514.62,528.99,546.04,560.42,576.09,594.48,576.31,591.75,612.7,624.53,639.18,652.49,665.39,676.22,688.51,696.71,706.38,714.48,726.06,739.76
Lee Murray,500.0,519.28
Renato Verissimo,500.0,515.7,503.16,488.09
Mike Brown,500.0,481.68,467.47,453.87,470.19,488.0,475.53
Jonathan Wiezorek,500.0,515.0
Wade Shipp,500.0,485.0
Mike Kyle,500.0,513.9,498.3,513.37
Trevor Prangley,500.0,517.37,531.53,515.46,499.06
Jay Hieron,500.0,485.68,471.3,460.15,446.86
Ivan Menjivar,500.0,485.25,500.89,516.62,534.98,519.74,537.14,517.01,501.28,485.71
Ronald Jhun,500.0,481.26
Justin Eilers,500.0,515.6,499.93,487.29,473.48
David Terrell,500.0,517.71,506.06,524.19
Joe Riggs,500.0,515.0,496.86,511.69,498.58,514.89,498.07,516.7,504.1,487.44,472.53,488.72,473.71
Joe Doerksen,500.0,485.0,503.01,490.54,476.67,462.87,450.54,472.19,456.7,444.53
Travis Lutter,500.0,514.44,497.92,483.76,500.8,484.52,474.25
Patrick Cote,500.0,488.16,470.15,457.08,440.04,457.51,476.25,492.78,508.44,497.76,481.53,467.18,452.91,469.57,485.88,502.73,489.5,504.41,519.05,536.17,526.51,513.17
Drew Fickett,500.0,485.75,504.96,524.28,505.34,522.92,508.96,522.9
Gideon Ray,500.0,484.97,471.26,453.57
James Irvin,500.0,484.93,500.58,482.17,497.94,483.03,498.76,514.48,503.1,488.26,468.91
Paul Buentello,500.0,515.67,533.29,519.77,533.92,518.41,503.98
Pete Sell,500.0,517.36,502.93,487.02,471.97,459.52,476.69,463.46
Alex Karalexis,500.0,515.0,498.71,480.93
Josh Rafferty,500.0,485.0
Mike Swick,500.0,515.0,528.71,545.64,562.46,576.21,559.88,574.15,589.48,601.39,614.02,596.22,574.28,586.18,568.84,551.52
Alex Schoenauer,500.0,485.0
Nate Quarry,500.0,515.0,530.63,545.06,531.62,544.07,557.36,538.71,553.04,567.81,550.5
Lodune Sincaid,500.0,485.0
Josh Koscheck,500.0,515.0,533.67,514.35,531.2,544.76,558.46,570.96,586.58,571.14,584.56,595.19,579.89,592.3,573.41,584.7,600.54,612.74,600.45,616.54,628.66,612.0,592.47,573.47,553.52,533.93
Chris Sanford,500.0,485.0
Chris Leben,500.0,515.0,528.07,544.29,557.21,569.76,551.79,565.18,544.56,527.79,541.74,554.32,539.96,519.23,532.75,548.26,564.48,547.4,560.07,545.38,528.43,512.91,496.11
Jason Thacker,500.0,485.0
Sam Hoger,500.0,515.0,498.71,516.93,501.85,486.77
Bobby Southworth,500.0,485.0
Diego Sanchez,500.0,515.0,529.35,545.01,557.47,572.67,585.27,569.65,555.61,568.23,580.39,593.97,606.6,591.56,574.48,587.6,601.71,584.93,596.57,577.08,561.42,575.4,559.91,575.58,559.63,572.08,556.99,541.19,553.96,568.92,553.81,566.52,551.69
Kenny Florian,500.0,485.0,501.29,519.37,537.66,522.42,538.22,551.58,570.0,584.24,599.2,615.79,596.77,611.27,623.59,607.2,618.28,599.03
Forrest Griffin,500.0,515.0,532.65,545.37,532.71,547.16,531.35,544.33,559.91,574.48,560.84,548.98,566.29,583.12,565.32,579.95
Stephan Bonnar,500.0,485.0,501.29,519.7,535.12,519.9,505.45,524.59,538.67,522.65,507.85,493.94,511.22,525.34,541.16,532.64
John Marsh,500.0,485.8
Jason Miller,500.0,485.63,475.29,461.86
Charles McCarthy,500.0,485.61,503.3,489.99
Kevin Jordan,500.0,482.38,468.14
Bill Mahood,500.0,482.35
Josh Neer,500.0,480.79,501.05,516.65,501.57,483.53,500.63,488.54,508.28,494.6,480.67,495.86,516.08,501.86,482.55,468.97
Nate Marquardt,500.0,516.68,530.55,546.16,560.58,545.25,563.11,546.97,562.78,577.89,593.24,574.57,588.67,574.04,587.37,571.78,553.51,570.08,554.06,539.54,554.1,538.05,551.57,536.47,522.55,508.42
Terry Martin,500.0,484.35,470.82,486.96,503.48,489.53,473.2
Brian Gassaway,500.0,485.65
Jonathan Goulet,500.0,514.38,499.44,514.53,500.83,483.22,502.56,516.95,505.04,492.33
Jon Fitch,500.0,515.0,534.14,548.22,561.15,577.02,591.93,605.97,616.53,601.88,612.73,623.77,634.28,645.72,658.36,656.1,637.52,647.62,630.84
Brock Larson,500.0,485.0,500.65,519.07,536.51,519.94,503.27
Spencer Fisher,500.0,518.15,531.72,515.35,529.69,543.41,528.05,541.76,526.26,540.75,557.46,570.24,554.37,537.19,550.59,534.51,518.73,503.29
Thiago Alves,500.0,481.85,497.63,512.73,498.65,512.55,528.47,542.35,554.52,570.92,588.23,603.53,590.63,577.99,591.29,575.21,589.73,570.78,584.23,597.11,579.89,565.17,578.51,560.18,542.61,555.4,538.64,519.8
Brandon Vera,500.0,515.0,528.81,545.0,561.37,546.72,529.94,543.65,528.03,541.18,556.49,542.4,527.05,512.81,527.9,512.6,496.54
Fabiano Scherner,500.0,485.0,471.26
Alessio Sakara,500.0,485.0,499.21,480.8,466.63,482.46,468.94,485.28,472.7,488.88,506.71,521.55,505.62,491.51,474.85,457.73
Ron Faircloth,500.0,515.0
Marcio Cruz,500.0,518.15,535.85,519.55,505.82
Keigo Kunihara,500.0,481.85
Chael Sonnen,500.0,482.94,499.34,482.41,468.63,487.09,506.52,525.19,514.08,533.9,552.03,542.79,532.7,550.65,539.06
Branden Lee Hinkle,500.0,515.0,494.99,481.58
Sean Gannon,500.0,485.0
Keith Jardine,500.0,515.0,529.35,513.93,528.33,544.14,527.24,547.25,529.34,544.96,530.12,515.69,501.88,489.83
Kerry Schall,500.0,485.0
Melvin Guillard,500.0,515.0,494.74,509.97,524.54,506.58,487.23,502.0,518.46,501.8,516.72,531.0,545.31,560.4,573.51,554.52,538.43,551.93,537.57,521.14,534.69,550.5,534.75
Marcus Davis,500.0,485.0,505.0,520.39,538.4,551.75,568.26,581.76,566.43,581.91,592.87,575.22,558.42,571.13,552.82,535.58
Joshua Burkman,500.0,515.0,533.94,514.8,529.88,543.59,529.34,542.86,528.59,510.04,492.87,509.42,496.13,481.49,496.74,482.83,468.57,454.19,441.11,425.66
Sammy Morgan,500.0,485.0,470.65
Kit Cope,500.0,481.92
Joe Stevenson,500.0,515.0,499.4,516.17,533.76,551.72,565.36,547.34,564.01,547.42,533.84,550.11,565.98,550.93,533.02,516.6,500.88
Luke Cummo,500.0,485.0,501.41,486.32,500.68,515.0,498.72,483.73
Rashad Evans,500.0,515.0,530.08,545.3,560.3,572.72,574.86,589.09,606.15,619.79,603.59,616.62,629.35,642.57,654.73,638.67,618.85,631.06,642.65,626.14,609.54,592.34,575.51,557.91
Brad Imes,500.0,485.0,467.92,453.71
Nick Thompson,500.0,515.0,501.45
Keith Wisniewski,500.0,485.0,469.81,456.11,442.99
Ansar Chalangov,500.0,484.22,467.37
Jeff Newton,500.0,481.78
Gabriel Gonzaga,500.0,514.24,527.98,545.81,559.51,546.34,528.83,546.58,559.58,543.31,556.45,541.48,525.34,542.45,558.6,543.03,554.95,568.98,553.02,538.33,520.86,534.29,519.61
Jason Von Flue,500.0,517.78,501.37,482.74
Assuerio Silva,500.0,486.07,469.88,456.71
Mike Whitehead,500.0,485.65
Gilbert Aldana,500.0,485.85,471.46
Tom Murphy,500.0,515.0
Icho Larenas,500.0,485.0
Jason Lambert,500.0,518.45,531.98,545.39,530.39,545.98,530.65,513.66,495.83
Rob MacDonald,500.0,481.55,500.98,482.48
Sam Stout,500.0,516.37,498.08,484.37,500.04,485.43,470.6,488.24,506.58,491.28,506.04,523.14,508.53,523.97,507.62,522.29,503.3,518.17,502.63,488.6,473.48
Mark Hominick,500.0,521.35,535.43,548.2,531.13,515.58,499.23,484.17
Steve Vigneault,500.0,483.07
Dan Christison,500.0,517.08,504.08
Luigi Fioravanti,500.0,487.45,502.99,517.18,501.31,485.35,501.63,489.47,504.28,489.55
Derrick Noble,500.0,484.9
Scott Smith,500.0,481.87,497.78,480.31,462.5
Justin Levens,500.0,485.41,471.04
Rick Davis,500.0,484.77
Matt Wiman,500.0,485.66,501.28,516.22,533.81,548.66,532.33,514.69,529.55,546.41,562.27,547.01,560.02,578.16,561.96,573.76,556.38,538.97,522.29
Dean Lister,500.0,518.41,532.62,518.2,531.76,549.68,535.94
Mike Nickels,500.0,518.45,499.31
Wes Combs,500.0,481.55,463.32
Matt Hamill,500.0,515.0,529.35,543.09,528.04,542.48,530.29,543.4,556.54,571.22,583.27,598.37,582.06,565.0,577.23,560.71
Jesse Forbes,500.0,485.0,470.0,450.91
Solomon Hutcherson,500.0,484.46
Kalib Starnes,500.0,518.45,503.3,520.07,504.32,491.03
Danny Abbadi,500.0,481.55,466.74
Rory Singer,500.0,518.45,532.01,516.93,502.3
Ross Pointon,500.0,481.55,462.5
Wilson Gouveia,500.0,485.6,503.83,521.03,538.28,553.61,536.31,550.79,565.22,550.11,533.74
Kendall Grove,500.0,515.0,529.35,546.01,527.27,510.29,527.93,541.83,525.34,542.66,526.52,540.47,527.33,511.11
Ed Herman,500.0,485.0,467.35,486.77,504.58,518.38,500.19,485.3,501.78,487.35,504.31,525.24,542.86,556.49,569.07,553.29,567.35,550.86,564.18,548.73,532.27,515.5,529.79,542.75,557.72,541.03,527.37
Michael Bisping,500.0,515.0,530.15,541.85,556.9,542.67,555.98,569.25,583.61,566.56,578.66,559.25,572.5,584.43,597.15,607.49,589.36,602.26,585.88,600.0,582.08,594.34,572.71,586.44,602.39,619.46,633.13,643.74,630.04,613.35
Josh Haynes,500.0,485.0,471.44,457.08
